author,text,label
@rastratds8957,wkwkwkwkwk,positive
@mdgbangka2432,toxic pertama bang david gadgetin saking kagetnya dengan spek hp dewa,negative
@onta257,duo combo ini paling the best kalau udh ngonten,positive
@TurEP0107,wih mantap sih ini ada rekomendasinya bolehlah nyoba beli biar gak panas bisabisanya orang komplain panas padahal gak mau beli cooler,positive
@agunsyamulyana1896,ku pernah punya x tertulis ram gb room gb jar g os ternyata seperti os kemungkinan ram gb andan ke youtube jg susah masuk ternyata jaringannya wcdma,neutral
@lucifermorningstar8381,btw yang di pake bang david hp apa,neutral
@WarganetPangandaran,terima kasih bang david jadi ga bakalan ketipu sama harga murah kayak gini sangatsangat mengedukasi,positive
@bruslisetiawan8120,bang buat video pembelajaran beli hp dionlinesoalnya sekarang makin banyak toko abal yang buat hp kw kalau iphone kw masih sedikit dimaklumitapi ini android kelewatan udh murah dibuat kwkasihan orang yang beli hp abal begitu,negative
@MiCHIBiKU_,tolong belikan nasi padang untuk editor sangat mengerti jokes duo maut chuakss,positive
@juliandarakhmatullah8575,buatin yang dong awokwokwokwok,negative
@lywiaraja3831,the real klo bs dpermudah knp hrs dipersulit nice smoga kedepannya makin banyak kemajuan teknologi yang baik buat smuanya,positive
@c4m207,komen ini untuk tahun soale gua masih nonton pdhl udh tahun tahun beli hp rb dapet hp nokia yang sering bapa gua pake also tahun bisa beli pc yang bisa maen gta pc gua juta main gta san andreas fps fps kadang naik drastis memang gokil ni channel,positive
@_erwinrommel,ga ada bosen bosennya nonton yang ini,positive
@farelbagas9426,inilah alasan gw kalo mau nyari hplaptop liat vidio bang david dulu,neutral
@gumelar12,kalo dunia perdukunan ada pesulap merah kalo di dunia gadget ada bang david,neutral
@SuarSatya,beberapa youtuber review jam yang sama tapi paling enak nonton di jagat apalagi seniornya yang turun gunung,positive
@abdulqodar23,kemungkinan di channel lain emg bakal muncul duo ini senangkapku mereka fix stop colab di semua platform mli gitu si pas nnton pamitan mereka,neutral
@senyumchannel3245,reviewer mantab jiwa bang david udah korbankan harta dan jiwa bikin vlog edukasi agar konsumen cermat dalam membeli barang kalo ada yang nggak kepake kirim buat saya aja bang he he,positive
@pray_fun,satu ras yang powerful dan bisa menggoncangkan perekonomian,positive
@cottonbud4981,sama kaya punya gw speknya intel core duo e asus gt gb ram gb hdd gb psu watt,positive
@mlvdozz,tadi siang liat live nya gadgetin di instagram dan sekarang udah upload dong mantep,neutral
@devagaaliardhi6380,masya allah yuk perbanyak sholawat di hari jumat,neutral
@zulhamdiwahyudi,buat game di ping keatas sebenernya oke aja gak jelek gak bagus jadi kemungkinan target pasarnya bukan gamers kompe yang butuh ping dibawah,negative
@mamangputin123,huawei ultimate the best design classic dengan fitur smartwatch di tunggu review nya,neutral
@achmadsururiariwiyansyah7513,ini sangat membantu seperti contohnya bagi tim pendaki gunung dan regu penyelamat semoga kedepannya tidak ada lagi korban jiwa dan bisa teknologi ini bisa berkembang untuk menyelamatkan banyak orang,positive
@hankun5484,bang saya laptop azuz aspire bisa buat main gta nggk soalnya saya coba main pubg kok ngeleg apa karena signyal apa kapasitasnya nggk bisa,negative
@pandushooting,hanya di gtid yang bisa mendatangkan cokimuslim di tahun,neutral
@yoranggalenzun9291,me notifikasipc rakit cuma ribu menabung,neutral
@dianfauzanofficial1176,ngakak pas david buang kepala charger awoawok,negative
@dhanzchanneL_,gw suka nih yang beginian,positive
@wendyrhmt9938,tidak terlalu bergantung dengan bumn tanpa persaingan telkom tidak akan berkembang hanya nyaman tanpa inovasi karena tidak ada pesaing berat dengan hadirnya contoh starlink ini masyarakat banyak pilihan bukan sekedar restar modem,positive
@farobydwi8900,terima kasih gtid hbd paman,positive
@naufalxd1,kayanya boleh nih buat ngenolep di lost saga,neutral
@Kryed,terima kasih bang udah ngundang mereka berdua,positive
@shepard267,jokowi saya bisa menyatukan negaranegara di g bang edwin saya bisa menyatukan duo buronan,neutral
@suleprem5594,wkwkwk anjay asal buang aja tuh charger baru ini liat david kasar amat ya,negative
@ibnu4572,apa gratis ongkirv,neutral
@Dio_1999,dua panutan gua akhirnya colab lagi sehat selalu bang edwin sukses dunia akhirat,positive
@wadeemore682,wtf awal video langsung dikasi intronya si jess donk wkwkwk gudd,negative
@gunturnusantaraputra,lets go trending,positive
@henai_lover3600,nice bgt dri dulu aku cari chanel rakit komputer kayak gini bawaannya simpel bgt mudah paham thx kak auto subscribe,positive
@daffadzikra8465,rakit pc ribuan aja ribu seharga psu gua dong anjirrr,negative
@LoRd_Lio,parah sih lagu bocil kematian gw punya pendapat ni bang itu hp tidak pake casing langsung pecah itu kacanya mending gw saranin jangan beli bang hp kek gitu,negative
@Pentols,kok redmi note itu kan kw,negative
@salldiko3440,kenapa xiaomi mungkin karena pasarnya hp terjangkau spek aduhai jadi yang ga teliti atau orang tua yang baru main gadget ga menutup kemungkinan ni hp jadi kebeli,negative
@GameGaming92938,review gudget paling terpercaya pokona mah mantap apa adanya buka ada apanyasukses terus,positive
@TheeSkyy,di menit menit sampe akhir udh mulai emosi dengan tuh up,negative
@abdulgani8699,biasanya bang david semangat unboxing hp yang ada charger nya tapi kalo ini malah dibuang kepala charger nya,negative
@mjreborn2614,bang david coba review hp pcoc atau pqcqkatanya masih saudaraan sama poco,neutral
@hjkreasindo5443,tawa njirrr awal bang david jelasin hp yang luarr biasaaa,positive
@zemtoon3960,mantap si mengurangi kabel gajelas plingsat plingsut tapi mahal cuy perbulannya,positive
@faizalgifari7696,bang kayak mana cara instal windows atau xp,neutral
@hansandre8227,yang ngerti jokes muslim di pasti ngakak sih anjir wkwkwk,negative
@akbarkhan674,mau tanya bang emulator yang cocok utk atur grapich dan resolusi dr game itu pakai apa,neutral
@agungyt044,ngakak pas scene ketuk psu bunyi nya khas tuk tuk tuk,negative
@duniatiktok1259,komedi iq pengetahuan mana mungkin pc ribu gua yakin elu ngikutin logat si attta,neutral
@singgihcahyo6719,itulah knp aku tidak prnh download tiktok mending liat media youtube yang bnr narasumber ny bnr dan info penting yang disampaikan ny jls terimakasih kk gadget in menginfokan ke masyarakat agar lebih hati ke produk asli dan kw gbu,positive
@nayaa8474,jangan salah bang tempered glass harga k di mall sama k di toko biasa sama aja perasaan tt tapi ya ngga tau juga ya bang kalo akunya yang ngga bisa bedain wkwk tapi lebih nyaman yang k an huhu,positive
@rizamalik3020,hp dan tiktok memang tidak bisa dijadikan satu kalimat,negative
@mfaiq7705,another epic quotes for this phone,positive
@ummah2167,mending hp protruly hehe udah tahun pake masih nyaman batrei masih awet tahan lama dipakai  cepat  charger hanya saja minus dikamera rawan lecet dan sekarang agak lemot,negative
@Adriel_Idea,me liat ke pc gw me ha ha sampah,negative
@fatkhulmujahidin,hebat banget hpnya bisa bikin bang david uji kesabaran,positive
@tomi_arsih17,nungguin seller nya koar koar dengan kata kata mutiara jangan mau ngerusak lapak orang,negative
@imankurniawan9645,gue ngakak ketika bang david buang kepala chargernya,neutral
@vivivisherakhoo1867,warning jgn kena air laut ya gt saya rusak padam berkarat smua didlmnya smartwatch ini cuma fresh water resistant bukan salt water,negative
@erwinda5112,baru kali ini liat video review bang david ngakak mulu sampe ngeluarin air mata,negative
@denidenol8634,suara apa,negative
@roryrose8445,kalau p itu biasanya di sebut k bang david karna yang di hitung yang angka depannya bukan angka belakang kalau p baru k contohnya kalau k karna angka di depannya width pixel makanya disebut k k resolusi sebenarnya adalah x p atau nama lainya dci k hasil search google,neutral
@oktafkaidel1430,keren sih review nya lebih lengkap dari sebelah mantap sukses terus jagat review,positive
@diatasawan9671,miskin miskin miskinn auto build,negative
@Kaganga_,budgetnya harusnya nambah rbu buat monitor rbu buat casing rbu buat mouse dan keyboard votre harga asli total rbu,neutral
@ermaksom6049,ganti motherboard gsuport ram ddrdikasi ram atau dah mantep tuh,neutral
@kurniawanadam,mungkin bisa buat membantu rakyat papua atau pedalaman lain biar anak kecil bisa mendapatkan ilmu dari luar dan bisa mendapatksn hiburan lain,positive
@KhlLim,mantap kombinasi nya aisurik sabun lux selesai tuh pc,positive
@Watashiwamei,kangen banget sama mereka aowkaow beratnya coki kg,positive
@silverground3670,kirakira berapa tahun lagi nih smartphone langsung bisa internetan via satelit atau teknologi antena yang cuma serbesar smartphone itu sendiri ukurannya hanya waktu yang bisa menjawab keren sih klo antena nya bisa lebih kecil jadi lebih portable buat mendaki gunung misal nya,positive
@bangmaarr0246,indonesia butuh orang orang kayak elu bang joss gandoss,positive
@champurantv,hp murah yang bagus menurut ane hanya samsung a core sehari kemudian ane langsung beli biji buat ortu buat temen rekomendasi di chanel ini terima kasih david,positive
@LeWaisnu,starbucks kelilink,neutral
@pangeranrizki3569,mendikbud dan kominfo harus kerja sama sih sama starlink ini harusnya untuk internet sekolah di daerah pelosok,neutral
@souschefmistigris,mantep bang aku jadi ngikuti ini rakitan pc tapi untungnya akau udh ada mobo g ram gb sama pentium e lumayanlah tinggal nambah ram gb lagi sama vga,positive
@holyvinzzz,memang cerdas ya org chinese buktinya tau cara ramein views dengan mengundang duo pesugihan youtube inichuaksss,positive
@samuelardia4778,akhirnya rakitan pc gw udah jadi dan gw udah bisa ngerakit pc di umur tahun wkwk,neutral
@AADIKYY17,sumpah ini barang paling berguna di,positive
@raqatfilani8726,my psu rb pc kudett are you kidding me,neutral
@ahmadfadly196,akhir nya tau jg spek hp murahan makasih ya bang jadi gak penasaran lagi aku sama isi nya,negative
@kiyotakaaaa779,terimakasih kasih orang cina semoga masuk surga karna sudah menyatukan mereka dalam satu frame lagi,positive
@drdesktop2667,saran ane beli psu antec vp g asusgigabyte k xeon l k q k ram ddr gb gb x k hd gb k vga gtx vga hd vga r minimal nyawa pc ente lebih selamat daripada yang ditawarkan di atas psu inti dari pc sangat sangat tidak disarankan utk pakai psu busuk di atas kecuali ente mau rakit bom gpp atau buang duit tidak masalah,negative
@nasss6756,finally the deadly duo comeback,negative
@dedengilang3783,gw ulang terus,negative
@zuha_ihsanf,saya suka review sama sekalian bongkar hp kw yang dijual murah di online dengan spek yang wah tapi realitanya pas sampek ke konsumen tidak seperti yang diharapkan alias ketipu selain buat edukasi juga jadi hiburan buat saya mana ada hp spek yang wah tapi harganya murah bgt pas diliat dalemannya kaya hp jadul era android jellybeanlollipop dan batrenya copotan pula sama fingerprint dilayar hanyalah gimmick yang didaftarin semisal jempol kanan pas di unlock semua jari bisa tembus unlock layar,negative
@lutfidamar4882,saya ngakak nontonnya bang david dari awal hingga akhir wkwk,positive
@jodyhendarto5729,bang coba cek penyimpanan pakek aplikasi cpuz dan kawan kawan biasanya di sana kedetec ram cuma gb,negative
@damtrial2314,recovery mode bang,positive
@Happy_Ghast,bre,positive
@rezasaroinsong2177,bang laptop hp make vga r m ram gbcore i bisa main cod modern warfer gak,neutral
@FawBio,di konoha barang kayak gitu jangan ditaruh sembarangan bisa raib dalam sekejap,negative
@bayusaputra2466,ya,neutral
@Saipul529,awkwkkwkwkwk,positive
@n3xt214,ketika lu punya laptop juta tapi kalah ama pc ribu,negative
@frdn1312,sekedar sharing aja gw juga pake vga dari brand refubish china juga merk nya risc gw beli di ali express tipe rx xt alhamdulillah nya sampe sekarang barang masih aman bisa di pakai tapii sebagian port display nya uda ngawur jadi cuman tersisa port dari pemakain uda setahun lebih yah menurut aku sih brand refubish gini sih yah gacha kalau awet yah awet kalo engga ya engga jadi gw saranin nabung aja dulu buat beli yang resmi,negative
@muhamadarifin9311,hanya orang tertentu yang bener buat pc model begini d,neutral
@lahyecume,gila kangen banget sama mereka bisa satu frame,positive
@muhammadfauzal9611,ini bukan review ini sesi roasting ala bang david wkwkwkwk,negative
@123ckreeekk5,iya bang setuju di review aja biar ga byk yang ketipu apalagi hp cina yang semakin banyak nongkrong di lapaklapak online dengan harga yang mursid tp ga sesuai ekspektasi,negative
@niacantik1315,ahhh terharu makasih sudah menyatukan mereka,positive
@laerrasendria2670,bang next gaming gear kere hore,positive
@geraldomayella,tinggal hardisk external solusinya,positive
@rachmadaldi2570,akhirnya bang david review hp tersebut,neutral
@littlehacks4441,sebetulnya barang china itu bagus tapi krn banyak yang kwin jadi tambah negative soal stigma produk china,negative
@hendrihaya4943,menit tombol volumenya jeblos ke dalem,negative
@jfksgg9236,kemaren nonton ini gara mau nyari monitor tiba ngundang duo penista wkwk,neutral
@Valentwaka,nnton video lu gw banyak dapat ilmu bang jago lah lu sukses chanelnya,positive
@b1uec0ren51,wkwkwkwk charger nya di buang gitu,negative
@mahgiana_14,hpnya dibongkar boleh tuh bang,neutral
@davidkurniawan2839,setiap gw beli hape selalu liat rivew bang david dulu,positive
@jonhendri3839,mantap abg makasih info nya mudahmudahan berguna untuk kami sebagai konsumen,positive
@krisid9795,mantaap sih tpi ada yang kurang pasang optical drive nya,neutral
@fayezhp028,aisurix lagi hadeh brand after sales yang buruk,negative
@shiinamashiro635,cara ngerakitnya gmna bang blajar ngerakit bang haha,positive
@randomcontents3737,ngantuk banget hp baru on pdhal nunggu lucunya,negative
@gtimothyw,rakit komputer tanpa casing dong,negative
@ANNNYAA,artinya dari resolusi layar sekitar p ram kisaran gb speed internet g kamera mp mending beli samsung j prime yang harganya cuma rb wkwkwk,neutral
@Radenalfatih90,pas bang david bilang saya pasrah disitulah saya terbahak bahak sambil gigit guling,negative
@imamfaturrahman1448,kata kakek praktik lebih enak dri pada teori,positive
@firmanslebewww,konten menghina hp wkwkwk bagus mas davidsaya suka konten kaya gini biar ga banyak lagi yang ketipu,negative
@TriDesu,bang rekomendasi monitor lcd murah bang plissssssss,positive
@aryarevadana70,yang beginian nih yang harus subscribe nya jutaan mantap mantap,positive
@blekduraudio6682,mengurangi perkabelan yang merajalela mau liat langit keganggu kabel ini solusinya mantaap,negative
@ferias810,kalau ini nggak ada harga diri sama sekali,negative
@GamersOutcast666,ga pelit ilmu makasih yaaa bang,positive
@Al_El289,keren bro david dengan sukarela promosiin channel org lain,positive
@zidahzi1426,harusnya di spill tokonya bang biar emak sama bapak gak ketipu pas belanja online sendiri,positive
@rayriokids6951,respect for testing ada harga ada kualitas dont hope too much tech killed,negative
@akunpoint2063,wkwk ngakak pas bang david ngebanting chargernya,positive
@thorodinson838,sangat menghibur sekali bang dagelannya kasian tmen yang tergiur harga murah pdhal duit segitu syg bgt mnding cari second dri brand yang udh pasti hati kawan klo jelajah olshop byk bgt barang beginian bner buang duit,negative
@seteguksenang2176,tolong editor pertahankan tugas anda setelah episode ini niscaya gaji anda naik berkali lipat,negative
@meawm9051,bang coba sesekali bahas hp refubish yang banyak di jual belikan di marketplace,neutral
@hilmanabenk6790,bang buat masukan aja bang kalo setiap review hp tambahin perbandingan speedtest internet pakai provider yang sama dong makasih,neutral
@riantosm,cokmus yang gw tunggutunggu,negative
@stevegm5026,anjir intro legend,positive
@faizalachmadnoer4584,ya bang makasih banget soalnya ngerugiin banget terkhusus orang yang gaptek atau orang awam soal hp kayak sodara gw baru sebulan lalu beli hp macam ini ga bilang bilang asal beli aja kegoda namanya samq spek dan yang penting harganya murah dan parahnya belinya pake shopee play letter hadeh mau marahin orang nya ga paham barangnya udah ada yo wes lah yang penting semoga aja ada video ini orang mikir dulu sebelum beli atau minimal kasih tau orang yang belum tau sekian terima kasih,negative
@ayickztv841,full punchline full sarkas full rosting full komedi,positive
@BDnprr,senang sekali karena mamang berkutang ini mampu menyatukan duo pemuda tersesat ini terima kasih,positive
@ferdyansyach8766,welcomenya pake wordart wkwkw,neutral
@nabilbarasyid5285,saya jual proci intel core duo e yang minat pm aja,neutral
@enemystrike2891,asli liat ni jadi nostalgia pas awal awal mau rakit pc selalu liat kudet tech dulu sampai liat ini lebih x sehari dan sekarang sudah punya pc sendiri,positive
@yogasaputra8125,garagara monitor mereka gagal pamit,negative
@russellelconary2345,waw core terlihat kencang sekaliaku terpukau,positive
@kantunbudi8631,xiaoni entry level ada kwnya gila sih kalo flagship versi kw mah banyak,negative
@ekowahyuwibowo9494,klo saya yang maen ga da hari meledukhahahaha,negative
@dimaserwinoto,saatnya memujimuji secara tidak masuk akal indonesia negaraku hp china gadgetku gtid channel favoritku,negative
@Pybck_,anjay aiburix,negative
@odinewmin6067,starling bisa jadi menghidupkan rumah vila dihutan yang gak ada signal harga propertinya pasti naik,neutral
@suprimejamet,selama ada uang masih bisa bikin duo musuh masyarakat satu frame,neutral
@bagusandhika8672,kelasss bang kudet sekarang collab ama eminem,negative
@marif54,ini yang bakal menghantam buruknya management telkomsl indigo layanan buruk jaringan buruk tekhnisi pungli pemasangan jaringan,negative
@nurdiahmarwan2400,keren nih starlink semoga bisa pasang dirumah suatu saat nanti,positive
@fortnitegamer4549,gta ada tapi nya fps bruhh,negative
@riohero9506,alhamdulillah hampir aja saya beli hp kaya begituan selamat uang aku,positive
@furete,cokmus rujuk kalau ada brand wkwkwkwk,negative
@agustine4660,editor naik gaji,neutral
@Turbots1987,wkwk,positive
@SitiKamaratih,starboy,negative
@ram1981,bang tolong fix link nya tokonya udh pada tutup gw nyari sendiri harga nya jadi wkwkw,neutral
@KidsTvCanal,saya liat di filipin di buat rt rw net secara bar bar wkwk,neutral
@pangestu__1156,coki tretan koh edwin immortal joke,negative
@kangkomenYT,behh kalo yang endors bang david kaya lebih nikmat aja gitu minum nya,positive
@SunMoon-kt9or,gokilll ada coki muslim,negative
@mickaelpj,bikin konten kayak gini vid sebagai edukasi kepada para penonton agar tidak terjebak seperti ini apalagi dibanderol harga yang murah,negative
@gooddragon4106,akhirnya di review bang david setelah capek gw tiap hari komen di tiktok live suruh coba kalo berani kirimin dulu hpnya ke bang david baru gw percaya,positive
@rezpectoraskar,untuk bagian kabelsoket nya kurang detail penjelasannya harusnya di kasih tau juga tiap komponen itu fungsi dan cara kerjanya gimana sehingga yang awam jadi lebih faham,neutral
@bimoyudhiono9467,yeeedan sekali lagi barang standar dunia masuk ke indonesia,negative
@f.9512,ini jujur dari pemakaian saya pribadi dari saya pake psu aerocool lux w tapi bukan versi rbg alhamdulillah masih aman sampe tahun sekarang komponen yang dipake ryzen gtx ti pc hampir bisa di bilang hari sering tidak saya matiin karena kerja dirumah dan males matiin pc karena ketika kerjaan harus pindah ke hp pc saya tinggal sampe tidak di matikan jadi ketika tidur dan bangun tinggal langsung ke meja aja mainin pc nya kondisi dirumah alhamdulillah listrik stabil juga jadi menurut saya balik ke rumah kalian masing aja kalo kalian pake psu bagus voltase listrik kalian naik turun pasti pc kalian juga akan bermasalah sih menurut saya dan ini psu sertifikatnya resmi juga ada di jika kalian tidak pernah memakai barang itu dan kata orang itu jelek menurut saya yang salah di kalian nya kalian pernah pake barangnya apa engga atau karena cuma kata orang,positive
@daffazn129,ngakak waktu bang david bilang bocil kehidupan,negative
@sitisariah2711,dah lama aq tau pas liat di online shop emang dari harga udah mencurigakan sih,negative
@scabento13,install ulang app di google playstore itu ngingetin kyk jaman sebelum banget ya jaman dulu kan suka aneh klo install app di playstore sampe harus force close berkali sampe bener sendiri,negative
@AYESHA-vk2uz,mantap review nya bang ada harga ada barang jangan tergiur harga murah,positive
@Anozzs806,pc buat warnet cocok ini mah,positive
@tampanscrew7913,mau rakit pc awas kena undang undang bos wwsn ku lus bngt,neutral
@febriyandotid6016,bjir combo lux aiburix auto meledakkk,negative
@QwerTyoID,lebih cepat daripada smartfren padahal gw tinggal di kota,negative
@ismet2015,jadi keingat waktu smp bang waktu pake hp evercoos sumpah ngga ada bedanya isi pengaturannya,neutral
@ImasWongdoro,ngakak pas bang david bilang kalau mau ngerasain susah itu gimana,negative
@hasansugibit182,lumayan video ini buat menghibur orang yang udah ketipu pas ngerasa ketipu jadi ingat bang david juga beli v padahal cuma buat keperluan konten v,positive
@drherlambang6122,nah ini bsa jadi solusi warnet gwa up sperparta aja udah bsa main game online terkini kukira cuma bsa pbdota moga bsa dengan tambahan vram ram yang masih gb,positive
@penontonyt1794,yang ngulangngulag nonton sampe sekarang siapa hayoooo,negative
@nailatun,bang kalau stok vga nya abis kira gantinya apa y,neutral
@bdz9018,bang gadgetin sampe ketar ketir tangannya geter,negative
@gblcrew3182,enak banget klo punya temen kayak lu bang mantap videonya,positive
@hankun5484,bang saya ddr bisa buat main gta nggk,neutral
@ValentGhaza_,gua sumpahin yang subscribe like channel gua dilancarkan rezekinya sehat selalu aamiiin,positive
@Aziz-hp4bw,saya hampir tertipu barangbudah datang tapi alhamdulillah bisa dikembaliin,negative
@aiynime8870,hahaha sumpah gua seneng bat bang pas lu lempar batok casan itu,positive
@dputra,btw huawei health ada di galaxy store dan update juga jadi yang pake samsung ga perlu pasang app gallery,neutral
@diablodizzy.,pernah nih pengalaman mau copot hsf cooler amd yang udah tahun lebih kayaknya dan ternyata susahnya minta ampun penguncinya susah bet buat dibuka akhirnya terpaksa dicopot back platenyadan akhirnya bisa dicopot dengan sedikit tenaga pastanya dah kering kerontang blok cpunya udah kenan korosi,negative
@abangaa8963,take my subs kotak tertawa gw nggak rusak jadinya,positive
@sciencetechid6890,bingung cara pasang kabel satanyabtw kabel sata itu beli terpisah atau bawaan komponen lainnya seperti matherboardbiasanya sih kalo ngeliat unboxung matherboard suka ada kabel sata nya satu lagi pertanyaan bang kalo optical drive penting tidak yakalo tidak penting alhamdulillahsoalnya males rakit pc itu karna kalo penting makin ribet tuh rakit pc nya,negative
@budisusila9149,lu kira apple doang yang punya kw hdc,negative
@reynaldyry,versi windows nya dari mana min waktu di nyalain ada instal gk,negative
@SAHABATGUDANG,cocok buat di kampung setiap pulang kampung strees ga ada sinyal internet mau wa aja harus usaha dulu cari sinyal minusnya buat orang kampung mungkin alatnya bisalah kebeli tp paketnya ribuan paling murah beratberat,positive
@user-io9xl6se6c,harusnya pemerintah bisa pesan ini banyak buat daerah yang susah sinyal buat sekolahan agar informasi apapun bisa tersampaikan,positive
@klandasan8642,inti nya chipset nya jng low biar ram gede memory gede klo chipset low percuma,negative
@gamegame6233,hp murah siap diperlakukan tidak sopan ama david,negative
@genesisroi1358,gila parah sih gak ngerti lagi luar biasa pokoknya buat ketololannya juga,negative
@bayuronaldi9392,baru kali ini liat bang david lempar barang review segitu emosionalnya d,negative
@rda2184,keren mas hp nya inopatip bener ngeselin to the max,positive
@toybois5609,bangke gw pikir coki muslim bakal balik lagi bikin konten bareng di channel kayak om deddy ternyata disini,negative
@gundam8752,bang aku ada komputer lama mau dihidupkan tapi takut meledak gimana yah,negative
@nurhadirs,udah pake ini skitar hari kesan dan pendapat pribadi fitur sport cukup ok dan akurat seringnya dipake buat lari dan yang pnting bsa deteksi startstop auto fitur health nya yaa ckup membantu la cuma syg ga ada pengukur tensi darah haha daya tahan baterai lumayan awet penggunaan hari dari ke tergantung intensitas penggunaan mungkin kalo ga dipake olahraga bisa lebih awet lagi watch face yaa masih terbatas bawaan kalo mau yang lebih menarik emg harus purchase bisa connect dan kontrol spotify dah gitu dulu aja sejauh ini overall cukup puas dengan gt ini belum ada keluhan yang kentara notes kudu rajin ngotakngatik settingn biar dapet feel usage yang optimal cheers,positive
@kleynamoretti4252,se diskon diskonnya smartphone se viralviralnya smarthpone gua lebih milih beli di gerai official langsung atau toko online official dengan harga pasar normal paling tidak barangnya terjamin asli,positive
@panjimiftahuzaman4373,xiaomi udah ada duplikatnya nanti realme sama infinix bakal ada juga enggak yah menarik untuk ditunggu,neutral
@febrihandoko5301,david ini pinter mainin emosi penonton,positive
@Vanmost11,teknologi terbaik tahun ini sih strarlik apalagi buat kebutuhan indonesia seneng bgt,positive
@hadipurnama2859,sangat membantuwalaupun dah beebrapa kali obrak abrik komputertapi asik juga liat tehnik dan video anda mas ekeren,positive
@suprigaming7057,makasih bang tutorialnya soalnya di sekolah mau praktek padahal jurusan yang aku pilih multimedia eh malah kayak jurusan tkj disuruh merakit komputer,negative
@muhammadrezairnaazmi9148,bang kalo mau rakit ribuan bisa gak v,neutral
@Steven-es2bm,tuh orang mabok apa joget dengan gaya yang disengaja sih wkwkw,negative
@malayunited7747,jujur gw ngakak,positive
@figurajicahyoputrowinardi_2630,hanya satu pertanyaan saya bang komputer gamingnya nanti bisa tahan berapa bulan bangumurnya,neutral
@iamedithedto19,makasih kk tutorialnya,positive
@alifakbar45,saya sarankan kalo mau hp murah tapi udh g dan batterainya besar kayak mah adalah hp vivo t g karena udh murah speknya bagus pula udh dimensity ram juga ada varian ram sama yang varian rom yang versi baru,positive
@yesus3471,saran gw mah jangan beli hp yang sejuta mending beli hp yang jutaan kalo budget tipis dan gw saranin hp jutanya mediatek helio g minimal ram gb aja gaush banyak rom gb udh perfect buat main game,positive
@Felipe4LOW,nahhh ini konten yang ditunggu butuh kipas buat dinginin exynos,neutral
@sabersobar4101,wow wow lebih bagus lagi kalo tambahin genshin rata kanan,positive
@gopar2867,bang rekomendasi vga gaming tapi murah nya kayak yang ada di videosoal nya vga yang abang rekomendasiin habis stock nya bang mohon di jawab,positive
@fahrijarrohman5576,rb aja udah bisa semua apa lagi yang jtbuatin bang yang jt bang,positive
@rikchialfredo6784,anak it pun tertawa kecil,negative
@Union.Orwend,wanjayy mantep gtid bikin cokmus bareng lagi,positive
@mc_rikkyy965,buat lagi om,negative
@Sugengkaisar8-tz1ud,bisa bawa buat pulkam tuh pas lebaran apalagi d desa yang susah bgt sinyal bang bayar bulanan bisa lwt apa aja itu yang utama spy gak susah buat bayar langganan tiap bulan,positive
@ZM777,tuh guys murah kata mereka klo ada yng bilang mahal berarti kita belum mampu,negative
@Dekuu24,akhirnya konten reviewsetelah sekian lama short badut mulu ternyata lama nunggu impor iniharga sana belum termasuk yaa taulah yang lagi rame kemarinjadi yang blm tau juga apakah emg bullshit atau bener karna tiap barang itungannya beda,negative
@notifylaptop1491,saya percaya sih kalau logitech emng paling best udh coba,positive
@zakiashida8903,kalo batre terpisah jadi inget pinjem desktop charger ke tetangga,neutral
@tongpowgaming,pelajaran terbaik main game lebih baik daripada nonton mma,positive
@morello243,pas nonton pas dirakit dan dicoba,positive
@Ahoenzz,sangat bermanfaat review nya bang david jadi bisa lebih hati hati lagi kalo mau beli,positive
@raijinStudio95,manteb banget dengerinnya bilang tealkomsat,negative
@okih2926,tombol jungkat jungkit itu buat menguatkan dan mengurangi signal kan tombol di atas yang panjang untuk volume,neutral
@rin99o,baru aja kemarin beli monitor ai di official store xiaomi dan gw baru nemu ni channel jadi was was sama sama nasib monitor gw,negative
@Ekifrost,semangat terus bang gadgetin,positive
@t3rmbdg,bulan pertama full speed gaspol bulan mulai kepotong bulan mulai siap siap extra tensi dan emosi kalau speed drop,negative
@abimanyuputrapratama3710,setiap episode rakit pc pasti ada gta v apa ngga lama downloadnya bang,positive
@heyimmecha1962,ddr sih ram nyasama prosessornya duo kalo i sama ddr gw buat tuh,neutral
@ririnsetiawan702,udah kere hore kronis lagi kudet tech,negative
@chairilfahmy891,dan akan selalu ada orang yang percaya dengan spek nya,positive
@muhammadyudha927,gak lagi dh yang ungu satu ini beruntung uang balik auto cari yang branded skalian saran aja klo baru nyicipin rakit pc bujet bersabar aja nabungin dkit lagi cari diatasnya deh tahun ini ada kok rakitan jtan pke rtx atau yang gtx series an seri itu masi batas aman rakit pc bujet,positive
@M.Fach121,poco juga ada yang kw ditulis pocq,neutral
@ToyibMuqtavi,jos intronya,negative
@Fathir_Wahid,semua lobang gw isi ya tretanchecking all holes that he meant,negative
@Mangkokjagolegend,nostalgia banget ini video wkwk salah satu inspirasi masa lalu pas lagi awal awal banget mau rakit pc dari radeon r sampe akhirnya bisa punya super,positive
@daniekurniawan9433,bang request rakitan pc rendering budget minim donk jgn gaming trs temanya sekali pc rendering gthehehe,negative
@boriel3911,ahir ahir ini bnyk komedi pinggir jurangtapi tanpa gengsi tanpa debat demi apapunduo penista ini yang menjadi awal dari segalanyahingga wuooow wadidauchuakkzzz kini di bnyak di pakek org lainsaking iconiknya duo panutan kita ini,positive
