author,text,label,text_clean,text_tokenized,text_cleaned_slang,text_cleaned_stopword,text_stemmed_mps,text_lemmatized_nlp-id
@arifinmulyadi8567,gta v masih work tidak ya,neutral,gta v masih berfungsi tidak ya,"['gta', 'v', 'masih', 'berfungsi', 'tidak', 'ya']","['gta', 'v', 'masih', 'berfungsi', 'tidak', 'ya']","['gta', 'berfungsi']",gta fungsi,"['gta', 'fungsi']"
@DuniaGame08,hooh tenan iki mantap review hpnya kak david cuma kasihan aja bagi yang udah beli,negative,hooh tenan iki mantap review hpnya kak david cuma maaf aja bagi yang udah beli,"['hooh', 'tenan', 'iki', 'mantap', 'review', 'hpnya', 'kak', 'david', 'cuma', 'maaf', 'aja', 'bagi', 'yang', 'udah', 'beli']","['hooh', 'tenan', 'iki', 'mantap', 'review', 'hpnya', 'kak', 'david', 'cuma', 'maaf', 'saja', 'bagi', 'yang', 'sudah', 'beli']","['hooh', 'tenan', 'iki', 'mantap', 'review', 'hpnya', 'kak', 'david', 'maaf', 'beli']",hooh teman iki mantap review hpnya kak david maaf beli,"['hooh', 'tenan', 'iki', 'mantap', 'review', 'hpnya', 'kak', 'david', 'maaf', 'beli']"
@Ashadulohalhasim1115,hbd bang coki sehat sealau,positive,hbd bang coki sehat sealau,"['hbd', 'bang', 'coki', 'sehat', 'sealau']","['hbd', 'bang', 'coki', 'sehat', 'sealau']","['hbd', 'bang', 'coki', 'sehat', 'sealau']",hbd bang cok sehat alau,"['hbd', 'bang', 'cok', 'sehat', 'alau']"
@skyarr4060,casing ribu doang anjinc mahal di ongkir cok ke mks v,neutral,casing ribu doang anjinc mahal di ongkir cok ke mks v,"['casing', 'ribu', 'doang', 'anjinc', 'mahal', 'di', 'ongkir', 'cok', 'ke', 'mks', 'v']","['casing', 'ribu', 'doang', 'anjinc', 'mahal', 'di', 'ongkir', 'cok', 'ke', 'mks', 'v']","['casing', 'ribu', 'doang', 'anjinc', 'mahal', 'ongkir', 'cok', 'mks']",casing ribu doang anjinc mahal ongkir cok mks,"['casing', 'ribu', 'doang', 'anjinc', 'mahal', 'ongkir', 'cok', 'mks']"
@aa_paket,saya sering banget nganterin paket hp kaya gtt pas pertama rame dan hasilnya jonk semua,positive,saya sering banget nganterin paket hp kaya gtt pas pertama rame dan hasilnya jonk semua,"['saya', 'sering', 'banget', 'nganterin', 'paket', 'hp', 'kaya', 'gtt', 'pas', 'pertama', 'rame', 'dan', 'hasilnya', 'jonk', 'semua']","['saya', 'sering', 'banget', 'mengantarkan', 'paket', 'hp', 'kayak', 'gtt', 'pas', 'pertama', 'rame', 'dan', 'hasilnya', 'jonk', 'semua']","['banget', 'mengantarkan', 'paket', 'hp', 'kayak', 'gtt', 'pas', 'rame', 'hasilnya', 'jonk']",banget antar paket hp kayak gtt pas rame hasil jonk,"['banget', 'antar', 'paket', 'hp', 'kayak', 'gtt', 'pas', 'rame', 'hasil', 'jonk']"
@kolmimouna4796,di cek tokopedia stok habis semua,neutral,di cek tokopedia stok habis semua,"['di', 'cek', 'tokopedia', 'stok', 'habis', 'semua']","['di', 'cek', 'tokopedia', 'stok', 'habis', 'semua']","['cek', 'tokopedia', 'stok', 'habis']",cek tokopedia stok habis,"['cek', 'tokopedia', 'stok', 'habis']"
@fadil9337,ini yang gw suka dri bang david jujur apa ada nya gw sblm beli hp pasti cek dlu nih akun,positive,ini yang gw suka dri bang david jujur apa ada nya gw sblm beli hp pasti cek dlu nih akun,"['ini', 'yang', 'gw', 'suka', 'dri', 'bang', 'david', 'jujur', 'apa', 'ada', 'nya', 'gw', 'sblm', 'beli', 'hp', 'pasti', 'cek', 'dlu', 'nih', 'akun']","['ini', 'yang', 'gue', 'suka', 'dari', 'bang', 'david', 'jujur', 'apa', 'ada', 'nya', 'gue', 'sebelum', 'beli', 'hp', 'pasti', 'cek', 'dulu', 'nih', 'akun']","['gue', 'suka', 'bang', 'david', 'jujur', 'gue', 'beli', 'hp', 'cek', 'nih', 'akun']",gue suka bang david jujur gue beli hp cek ini akun,"['gue', 'suka', 'bang', 'david', 'jujur', 'gue', 'beli', 'hp', 'cek', 'nih', 'akun']"
@katatemenguenih,hay gw dari tahun duarr rb bisa main gta v di android,neutral,hay gw dari tahun duarr rb bisa main gta v di android,"['hay', 'gw', 'dari', 'tahun', 'duarr', 'rb', 'bisa', 'main', 'gta', 'v', 'di', 'android']","['hai', 'gue', 'dari', 'tahun', 'duarr', 'ribu', 'bisa', 'main', 'gta', 'v', 'di', 'android']","['gue', 'duarr', 'ribu', 'main', 'gta', 'android']",gue duarr ribu main gta android,"['gue', 'duarr', 'ribu', 'main', 'gta', 'android']"
@erwinmarbun3032,anjirrr,negative,anjirrr,['anjirrr'],['anjir'],['anjir'],anjir,['anjir']
@ZielMayer1,keren bgt konten nya lanjutkan coy,positive,keren bgt kontennya lanjutkan coy,"['keren', 'bgt', 'kontennya', 'lanjutkan', 'coy']","['keren', 'banget', 'kontennya', 'lanjutkan', 'coy']","['keren', 'banget', 'kontennya', 'lanjutkan', 'coy']",keren banget kontan lanjut coy,"['keren', 'banget', 'konten', 'lanjut', 'coy']"
@AbdulMupit,di lazada banyak banget ini tp biasanya yang jual dari china mungkin sekarang ada distributornya krn segemennya ada padahal ya mungkin sebulan juga rusak,negative,di lazada banyak banget ini tp biasanya yang jual dari china mungkin sekarang ada distributornya krn segemennya ada padahal ya mungkin sebulan juga rusak,"['di', 'lazada', 'banyak', 'banget', 'ini', 'tp', 'biasanya', 'yang', 'jual', 'dari', 'china', 'mungkin', 'sekarang', 'ada', 'distributornya', 'krn', 'segemennya', 'ada', 'padahal', 'ya', 'mungkin', 'sebulan', 'juga', 'rusak']","['di', 'lazada', 'banyak', 'banget', 'ini', 'tapi', 'biasanya', 'yang', 'jual', 'dari', 'china', 'mungkin', 'sekarang', 'ada', 'distributornya', 'karena', 'segemennya', 'ada', 'padahal', 'ya', 'mungkin', 'sebulan', 'juga', 'rusak']","['lazada', 'banget', 'jual', 'china', 'distributornya', 'segemennya', 'sebulan', 'rusak']",lazada banget jual china distributor geman sekul rusak,"['lazada', 'banget', 'jual', 'china', 'distributor', 'gen', 'bulan', 'rusak']"
@muhammadferdiansaputra9761,tapi hebatnya gadgetin ini dengan beli hape modal sejutaan viewsnya udah jutaan d,positive,tapi kehebatannya gadgetin ini dengan beli hape modal sejutaan viewsnya udah jutaan d,"['tapi', 'kehebatannya', 'gadgetin', 'ini', 'dengan', 'beli', 'hape', 'modal', 'sejutaan', 'viewsnya', 'udah', 'jutaan', 'd']","['tapi', 'kehebatannya', 'gadgetin', 'ini', 'dengan', 'beli', 'hape', 'modal', 'sejutaan', 'viewsnya', 'sudah', 'jutaan', 'ada']","['kehebatannya', 'gadgetin', 'beli', 'hape', 'modal', 'sejutaan', 'viewsnya', 'jutaan']",hebat garnet beli hape modal juta viewsnya juta,"['hebat', 'gadgetin', 'beli', 'hape', 'modal', 'juta', 'viewsnya', 'juta']"
@toffasanakviral5902,hhhh langsung lempar ngakak saya bangmantap memang kualitas harus dikedepanin apalagi merek abal harus teliti jangan karna harga miring,positive,hhhh langsung lempar ngakak saya bangmantap memang kualitas harus dikedepanin apalagi merek abal harus teliti jangan karna harga miring,"['hhhh', 'langsung', 'lempar', 'ngakak', 'saya', 'bangmantap', 'memang', 'kualitas', 'harus', 'dikedepanin', 'apalagi', 'merek', 'abal', 'harus', 'teliti', 'jangan', 'karna', 'harga', 'miring']","['hhhh', 'langsung', 'lempar', 'mengakak', 'saya', 'bangmantap', 'memang', 'kualitas', 'harus', 'dikedepanin', 'apalagi', 'merek', 'abal', 'harus', 'teliti', 'jangan', 'karena', 'harga', 'miring']","['hhhh', 'lempar', 'mengakak', 'bangmantap', 'kualitas', 'dikedepanin', 'merek', 'abal', 'teliti', 'harga', 'miring']",hhhh lempar akak bangmantap kualitas kedap merek abal teliti harga miring,"['hhhh', 'lempar', 'kakak', 'bangmantap', 'kualitas', 'dikedepanin', 'merek', 'abal', 'teliti', 'harga', 'miring']"
@annasmuslimin2747,maimette mau mati,negative,maimette mau mati,"['maimette', 'mau', 'mati']","['maimette', 'mau', 'mati']","['maimette', 'mati']",sentimeter mati,"['maimette', 'mati']"
@pallope9609,mantap bang,positive,mantap bang,"['mantap', 'bang']","['mantap', 'bang']","['mantap', 'bang']",mantap bang,"['mantap', 'bang']"
@Ggwp-pi1os,first love bg,positive,cinta pertama bg,"['cinta', 'pertama', 'bg']","['cinta', 'pertama', 'bang']","['cinta', 'bang']",cinta bang,"['cinta', 'bang']"
@rikibaktiar9034,lama gak liat mereka bareng lagi di youtube,negative,lama gak liat mereka bareng lagi di youtube,"['lama', 'gak', 'liat', 'mereka', 'bareng', 'lagi', 'di', 'youtube']","['lama', 'enggak', 'lihat', 'mereka', 'bareng', 'lagi', 'di', 'youtube']","['bareng', 'youtube']",bareng youtube,"['bareng', 'youtube']"
@nightcoreshinemusic3774,alhamdulillah sekarang gw paham cara rakitnya makasih kak semoga membantu,positive,alhamdulillah sekarang gw paham cara rakitnya makasih kak semoga membantu,"['alhamdulillah', 'sekarang', 'gw', 'paham', 'cara', 'rakitnya', 'makasih', 'kak', 'semoga', 'membantu']","['alhamdulillah', 'sekarang', 'gue', 'paham', 'cara', 'rakitnya', 'terima kasih', 'kak', 'semoga', 'membantu']","['alhamdulillah', 'gue', 'paham', 'rakitnya', 'terima', 'kasih', 'kak', 'semoga', 'membantu']",alhamdulillah gue paham rakit terima kasih kak moga bantu,"['alhamdulillah', 'gue', 'paham', 'rakit', 'terima', 'kasih', 'kak', 'moga', 'bantu']"
@miftachululum9574,coba di pakainya pas lagi hujan derasbiasanya internettv satelit itu kelemahannya di cuaca,neutral,coba di pakainya pas lagi hujan derasbiasanya internettv satelit itu kelemahannya di cuaca,"['coba', 'di', 'pakainya', 'pas', 'lagi', 'hujan', 'derasbiasanya', 'internettv', 'satelit', 'itu', 'kelemahannya', 'di', 'cuaca']","['coba', 'di', 'pakainya', 'pas', 'lagi', 'hujan', 'derasbiasanya', 'internettv', 'satelit', 'itu', 'kelemahannya', 'di', 'cuaca']","['coba', 'pakainya', 'pas', 'hujan', 'derasbiasanya', 'internettv', 'satelit', 'kelemahannya', 'cuaca']",coba pakai pas hujan derasbiasanya internettv satelit lemah cuaca,"['coba', 'pakai', 'pas', 'hujan', 'derasbiasanya', 'internettv', 'satelit', 'lemah', 'cuaca']"
@any...6981,akhirnya angkat bicara juga bang david yang kayak gini ini perlu di bahasbnyk emak sotoy kadang beli gini,negative,akhirnya angkat bicara juga bang david yang kayak gini ini perlu di bahasbnyk emak sotoy kadang beli gini,"['akhirnya', 'angkat', 'bicara', 'juga', 'bang', 'david', 'yang', 'kayak', 'gini', 'ini', 'perlu', 'di', 'bahasbnyk', 'emak', 'sotoy', 'kadang', 'beli', 'gini']","['akhirnya', 'angkat', 'bicara', 'juga', 'bang', 'david', 'yang', 'kayak', 'begini', 'ini', 'perlu', 'di', 'bahasbnyk', 'emak', 'sok tau', 'kadang', 'beli', 'begini']","['angkat', 'bicara', 'bang', 'david', 'kayak', 'bahasbnyk', 'emak', 'sok', 'tau', 'kadang', 'beli']",angkat bicara bang david kayak bahasbnyk emak sok tau kadang beli,"['angkat', 'bicara', 'bang', 'david', 'kayak', 'bahasbnyk', 'emak', 'sok', 'tau', 'kadang', 'beli']"
@adhikapicture,bang minta list komponen pcnya plis,neutral,bang minta daftar komponen pcnya plis,"['bang', 'minta', 'daftar', 'komponen', 'pcnya', 'plis']","['bang', 'meminta', 'daftar', 'komponen', 'pcnya', 'plis']","['bang', 'daftar', 'komponen', 'pcnya', 'plis']",bang daftar komponen pcnya plis,"['bang', 'daftar', 'komponen', 'pcnya', 'plis']"
@dalangpelo2295,penyebab video ini trading adalah colaborasi windah dan david di menit,neutral,penyebab video ini trading adalah kolaborasi windah dan david di menit,"['penyebab', 'video', 'ini', 'trading', 'adalah', 'kolaborasi', 'windah', 'dan', 'david', 'di', 'menit']","['penyebab', 'video', 'ini', 'trading', 'adalah', 'kolaborasi', 'windah', 'dan', 'david', 'di', 'menit']","['penyebab', 'video', 'trading', 'kolaborasi', 'windah', 'david', 'menit']",sebab video trading kolaborasi windah david menit,"['sebab', 'video', 'trading', 'kolaborasi', 'windah', 'david', 'menit']"
@melkyliem8754,matepad coba d review bang tablet yang katanya bisa gantiin laptop agak meragukan soalnya,negative,matepad coba d review bang tablet yang katanya bisa gantiin laptop agak meremehkan soalnya,"['matepad', 'coba', 'd', 'review', 'bang', 'tablet', 'yang', 'katanya', 'bisa', 'gantiin', 'laptop', 'agak', 'meremehkan', 'soalnya']","['matepad', 'coba', 'ada', 'review', 'bang', 'tablet', 'yang', 'katanya', 'bisa', 'menggantikan', 'laptop', 'agak', 'meremehkan', 'soalnya']","['matepad', 'coba', 'review', 'bang', 'tablet', 'menggantikan', 'laptop', 'meremehkan']",nematoda coba review bang tablet ganti laptop remeh,"['matepad', 'coba', 'review', 'bang', 'tablet', 'ganti', 'laptop', 'remeh']"
@jozuhasegawa,pc ada wifi gak adav,negative,pc ada wifi gak adav,"['pc', 'ada', 'wifi', 'gak', 'adav']","['pc', 'ada', 'wifi', 'enggak', 'adav']","['pc', 'wifi', 'adav']",pc wiji adav,"['pc', 'wifi', 'adav']"
@bgssky2868,yeay bulan udah bisa rakit pc makasih bang,neutral,yeay bulan udah bisa rakit pc makasih bang,"['yeay', 'bulan', 'udah', 'bisa', 'rakit', 'pc', 'makasih', 'bang']","['yeay', 'bulan', 'sudah', 'bisa', 'rakit', 'pc', 'terima kasih', 'bang']","['yeay', 'rakit', 'pc', 'terima', 'kasih', 'bang']",yeay rakit pc terima kasih bang,"['yeay', 'rakit', 'pc', 'terima', 'kasih', 'bang']"
@bungyasa9054,di dalam hati dan jiwa yang sehat di situ ada panggilan alam beli lah beli lah beli lahhhhhhhhhhhhhhh,positive,di dalam hati dan jiwa yang sehat di situ ada panggilan alam beli lah beli lah beli lahhhhhhhhhhhhh,"['di', 'dalam', 'hati', 'dan', 'jiwa', 'yang', 'sehat', 'di', 'situ', 'ada', 'panggilan', 'alam', 'beli', 'lah', 'beli', 'lah', 'beli', 'lahhhhhhhhhhhhh']","['di', 'dalam', 'hati', 'dan', 'jiwa', 'yang', 'sehat', 'di', 'situ', 'ada', 'panggilan', 'alam', 'beli', 'lah', 'beli', 'lah', 'beli', 'lahhhhhhhhhhhhh']","['hati', 'jiwa', 'sehat', 'situ', 'panggilan', 'alam', 'beli', 'beli', 'beli', 'lahhhhhhhhhhhhh']",hati jiwa sehat situ panggil alam beli beli beli lahhhhhhhhhhhhh,"['hati', 'jiwa', 'sehat', 'situ', 'panggil', 'alam', 'beli', 'beli', 'beli', 'lahhhhhhhhhhhhh']"
@ilhamperdanaindrianto4090,episode paling bangsat bikin gw ngakak tengah malem,negative,episode paling bangsat bikin gw ngakak tengah malem,"['episode', 'paling', 'bangsat', 'bikin', 'gw', 'ngakak', 'tengah', 'malem']","['episode', 'paling', 'bangsat', 'bikin', 'gue', 'mengakak', 'tengah', 'malam']","['episode', 'bangsat', 'bikin', 'gue', 'mengakak', 'malam']",episode bangsat bikin gue akak malam,"['episode', 'bangsat', 'bikin', 'gue', 'kakak', 'malam']"
@ridwantanjung2275,ngorbanin duit sejuta dapet cuan berjutajuta salah satu review david terkocak xd,negative,ngorbanin duit sejuta dapet cuan berjutajuta salah satu review david terkocak xd,"['ngorbanin', 'duit', 'sejuta', 'dapet', 'cuan', 'berjutajuta', 'salah', 'satu', 'review', 'david', 'terkocak', 'xd']","['mengorbankan', 'duit', 'sejuta', 'dapat', 'cuan', 'berjutajuta', 'salah', 'satu', 'review', 'david', 'terkocak', 'xd']","['mengorbankan', 'duit', 'sejuta', 'cuan', 'berjutajuta', 'salah', 'review', 'david', 'terkocak', 'xd']",korban duit juta cuban berjutajuta salah review david kocak xd,"['korban', 'duit', 'juta', 'cuan', 'berjutajuta', 'salah', 'review', 'david', 'kocak', 'xd']"
@radenaulia6181,ngeliat desain kotaknya yang simpel kayak gitu jadi inget headset grado ps model kotaknya putih polos cuma ada tulisan grado professional series headphones ps udah gitu doang bedanya harga headsetnya itu waktu dulu sekitar jutaan enam belas juta,negative,ngeliat desain kotaknya yang simpel kayak gitu jadi inget headset grado ps model kotaknya putih polos cuma ada tulisan grado professional series headphone ps udah gitu doang bedanya harga headsetnya itu waktu dulu sekitar jutaan enam belas juta,"['ngeliat', 'desain', 'kotaknya', 'yang', 'simpel', 'kayak', 'gitu', 'jadi', 'inget', 'headset', 'grado', 'ps', 'model', 'kotaknya', 'putih', 'polos', 'cuma', 'ada', 'tulisan', 'grado', 'professional', 'series', 'headphone', 'ps', 'udah', 'gitu', 'doang', 'bedanya', 'harga', 'headsetnya', 'itu', 'waktu', 'dulu', 'sekitar', 'jutaan', 'enam', 'belas', 'juta']","['melihat', 'desain', 'kotaknya', 'yang', 'simpel', 'kayak', 'begitu', 'jadi', 'ingat', 'headset', 'grado', 'pas', 'model', 'kotaknya', 'putih', 'polos', 'cuma', 'ada', 'tulisan', 'grado', 'professional', 'series', 'headphone', 'pas', 'sudah', 'begitu', 'doang', 'bedanya', 'harga', 'headsetnya', 'itu', 'waktu', 'dulu', 'sekitar', 'jutaan', 'enam', 'belas', 'juta']","['desain', 'kotaknya', 'simpel', 'kayak', 'headset', 'grado', 'pas', 'model', 'kotaknya', 'putih', 'polos', 'tulisan', 'grado', 'professional', 'series', 'headphone', 'pas', 'doang', 'bedanya', 'harga', 'headsetnya', 'jutaan', 'enam', 'belas', 'juta']",desain kotak simpel kayak headset grado pas model kotak putih polos tulis grado professional rias headphone pas doang beda harga headsetnya juta enam belas juta,"['desain', 'kotak', 'simpel', 'kayak', 'headset', 'grado', 'pas', 'model', 'kotak', 'putih', 'polos', 'tulis', 'grado', 'professional', 'series', 'headphone', 'pas', 'doang', 'beda', 'harga', 'headsetnya', 'juta', 'enam', 'belas', 'juta']"
@budiliswanto2429,gratis ongkir kudet chanel selalu terngiang di kepala,neutral,gratis ongkir kudet chanel selalu terngiang di kepala,"['gratis', 'ongkir', 'kudet', 'chanel', 'selalu', 'terngiang', 'di', 'kepala']","['gratis', 'ongkir', 'kudet', 'chanel', 'selalu', 'terngiang', 'di', 'kepala']","['gratis', 'ongkir', 'kudet', 'chanel', 'terngiang', 'kepala']",gratis ongkir kudet chanel ngiang kepala,"['gratis', 'ongkir', 'kudet', 'chanel', 'ngiang', 'kepala']"
@renrenexe8039,wuah uang,negative,wuah uang,"['wuah', 'uang']","['wuah', 'uang']","['wuah', 'uang']",wuah uang,"['wuah', 'uang']"
@laptopmurahsamarinda,mereka berdua ini gokil parah,positive,mereka berdua ini gokil parah,"['mereka', 'berdua', 'ini', 'gokil', 'parah']","['mereka', 'berdua', 'ini', 'gila', 'parah']","['berdua', 'gila', 'parah']",dua gila parah,"['dua', 'gila', 'parah']"
@jackieofficial413,otw juta views yook hahahah,negative,otw juta views yook hahahah,"['otw', 'juta', 'views', 'yook', 'hahahah']","['otw', 'juta', 'views', 'yuk', 'hahahah']","['otw', 'juta', 'views', 'yuk', 'hahahah']",otw juta views ayo hahahah,"['otw', 'juta', 'views', 'yuk', 'hahahah']"
@Pergijauh.O,receh banget humorku sebatas salah pencet kamera dwpan,negative,receh banget humorku sebatas salah pencet kamera dwpan,"['receh', 'banget', 'humorku', 'sebatas', 'salah', 'pencet', 'kamera', 'dwpan']","['receh', 'banget', 'humorku', 'sebatas', 'salah', 'pencet', 'kamera', 'dwpan']","['receh', 'banget', 'humorku', 'sebatas', 'salah', 'pencet', 'kamera', 'dwpan']",receh banget humor batas salah pencet kamera dipan,"['receh', 'banget', 'humor', 'batas', 'salah', 'pencet', 'kamera', 'dwpan']"
@firianajiputra4773,dari channel ini ane belajar banyak kalo missquen juga bisa punya pc tapi masih mumpuni untuk ngegame cuma sayang belum nerapin soalnya belum ada pengalaman buat rakit sendiri di rumah,positive,dari channel ini ane belajar banyak kalo missquen juga bisa punya pc tapi masih mumpuni untuk ngegame hanya sayang belum nerapin soalnya belum ada pengalaman membuat rakit sendiri di rumah,"['dari', 'channel', 'ini', 'ane', 'belajar', 'banyak', 'kalo', 'missquen', 'juga', 'bisa', 'punya', 'pc', 'tapi', 'masih', 'mumpuni', 'untuk', 'ngegame', 'hanya', 'sayang', 'belum', 'nerapin', 'soalnya', 'belum', 'ada', 'pengalaman', 'membuat', 'rakit', 'sendiri', 'di', 'rumah']","['dari', 'channel', 'ini', 'ane', 'belajar', 'banyak', 'kalo', 'missquen', 'juga', 'bisa', 'punya', 'pc', 'tapi', 'masih', 'mumpuni', 'untuk', 'ngegame', 'hanya', 'sayang', 'belum', 'nerapin', 'soalnya', 'belum', 'ada', 'pengalaman', 'membuat', 'rakit', 'sendiri', 'di', 'rumah']","['channel', 'ane', 'belajar', 'kalo', 'missquen', 'pc', 'mumpuni', 'ngegame', 'sayang', 'nerapin', 'pengalaman', 'rakit', 'rumah']",channel ane ajar kalau delinkuen pc mumpuni gam sayang terap alam rakit rumah,"['channel', 'ane', 'ajar', 'kalo', 'missquen', 'pc', 'mumpuni', 'ngegame', 'sayang', 'nerapin', 'alam', 'rakit', 'rumah']"
@SalimQS,komputer pejabatbukan dprntar duitnya duit haram vharga merakyat,neutral,komputer pejabatbukan dprntar duitnya duit haram vharga merakyat,"['komputer', 'pejabatbukan', 'dprntar', 'duitnya', 'duit', 'haram', 'vharga', 'merakyat']","['komputer', 'pejabatbukan', 'dprntar', 'duitnya', 'duit', 'haram', 'vharga', 'merakyat']","['komputer', 'pejabatbukan', 'dprntar', 'duitnya', 'duit', 'haram', 'vharga', 'merakyat']",komputer telabat dprntar duit duit haram vharga rakyat,"['komputer', 'pejabatbukan', 'dprntar', 'duit', 'duit', 'haram', 'vharga', 'rakyat']"
@MufqiNaufal,saya perhatikan dalam video ini muslim lebih tepi jurang dibanding coki sampai coki pun bingung,negative,saya perhatikan dalam video ini muslim lebih tepi jurang dibandingkan coki sampai coki pun bingung,"['saya', 'perhatikan', 'dalam', 'video', 'ini', 'muslim', 'lebih', 'tepi', 'jurang', 'dibandingkan', 'coki', 'sampai', 'coki', 'pun', 'bingung']","['saya', 'perhatikan', 'dalam', 'video', 'ini', 'muslim', 'lebih', 'tepi', 'jurang', 'dibandingkan', 'coki', 'sampai', 'coki', 'pun', 'bingung']","['perhatikan', 'video', 'muslim', 'tepi', 'jurang', 'dibandingkan', 'coki', 'coki', 'bingung']",perhati video muslim tepi jurang banding cok cok bingung,"['perhati', 'video', 'muslim', 'tepi', 'jurang', 'banding', 'cok', 'cok', 'bingung']"
@farifairis7388,netijen xiomi tuh ikutan ipon ipon kw xiomi lahh gw aja di kwin kok brarti gw yang original donk,negative,netijen xiomi ikut tuhan ipon ipon kw xiomi lahh gw aja di kwin kok brarti gw yang original donk,"['netijen', 'xiomi', 'ikut', 'tuhan', 'ipon', 'ipon', 'kw', 'xiomi', 'lahh', 'gw', 'aja', 'di', 'kwin', 'kok', 'brarti', 'gw', 'yang', 'original', 'donk']","['netijen', 'xiomi', 'ikut', 'tuhan', 'ipon', 'ipon', 'kau', 'xiomi', 'lah', 'gue', 'saja', 'di', 'kwin', 'kok', 'berarti', 'gue', 'yang', 'original', 'dong']","['netijen', 'xiomi', 'tuhan', 'ipon', 'ipon', 'kau', 'xiomi', 'gue', 'kwin', 'gue', 'original']",mentimun pigmi tuhan ipon ipon kau pigmi gue ku gue original,"['netijen', 'xiomi', 'tuhan', 'ipon', 'ipon', 'kau', 'xiomi', 'gue', 'kwin', 'gue', 'original']"
@onta257,cokimain ini saya seperti mendengar bisikan muslimapa itu coki bnn bnn bnn,negative,cokimain ini saya seperti mendengar bisikan muslim apa itu coki bnn bnn bnn,"['cokimain', 'ini', 'saya', 'seperti', 'mendengar', 'bisikan', 'muslim', 'apa', 'itu', 'coki', 'bnn', 'bnn', 'bnn']","['cokimain', 'ini', 'saya', 'seperti', 'mendengar', 'bisikan', 'muslim', 'apa', 'itu', 'coki', 'bnn', 'bnn', 'bnn']","['cokimain', 'mendengar', 'bisikan', 'muslim', 'coki', 'bnn', 'bnn', 'bnn']",cokmar dengar bis muslim cok bnn bnn bnn,"['cokimain', 'dengar', 'bisik', 'muslim', 'cok', 'bnn', 'bnn', 'bnn']"
@okaoccaa,kalo coki gak ngomong elektronik gua gak tau kalo ini ternyata channel gadget,negative,kalo coki gak ngomong elektronik gua gak tau kalo ini ternyata channel gadget,"['kalo', 'coki', 'gak', 'ngomong', 'elektronik', 'gua', 'gak', 'tau', 'kalo', 'ini', 'ternyata', 'channel', 'gadget']","['kalo', 'coki', 'enggak', 'mengomong', 'elektronik', 'gua', 'enggak', 'tau', 'kalo', 'ini', 'ternyata', 'channel', 'gadget']","['kalo', 'coki', 'mengomong', 'elektronik', 'gua', 'tau', 'kalo', 'channel', 'gadget']",kalau cok omong elektronik gue tau kalau channel gadget,"['kalo', 'cok', 'omong', 'elektronik', 'gua', 'tau', 'kalo', 'channel', 'gadget']"
@erlinalangga4610,dulu vidio ini masi saya nonton sampai sekarang dan akhirnya bisa juga rakit pc walaupun speck masi low yang pentinh bisa main rev remake,positive,dulu video ini masi saya nonton sampai sekarang dan akhirnya bisa juga rakit pc walaupun speck masi low yang pentinh bisa main rev remake,"['dulu', 'video', 'ini', 'masi', 'saya', 'nonton', 'sampai', 'sekarang', 'dan', 'akhirnya', 'bisa', 'juga', 'rakit', 'pc', 'walaupun', 'speck', 'masi', 'low', 'yang', 'pentinh', 'bisa', 'main', 'rev', 'remake']","['dulu', 'video', 'ini', 'masih', 'saya', 'menonton', 'sampai', 'sekarang', 'dan', 'akhirnya', 'bisa', 'juga', 'rakit', 'pc', 'walaupun', 'speck', 'masih', 'low', 'yang', 'pentinh', 'bisa', 'main', 'rev', 'remake']","['video', 'menonton', 'rakit', 'pc', 'speck', 'low', 'pentinh', 'main', 'rev', 'remake']",video tonton rakit pc speck low pentinh main rev remake,"['video', 'tonton', 'rakit', 'pc', 'speck', 'low', 'pentinh', 'main', 'rev', 'remake']"
@Salto321,bagi sebagian orang mungkin paket ini mahal tapi bagi pns yang tinggal di pelosok yang pengeluarannya ga byak ini termasuk terjangkau,positive,bagi sebagian orang mungkin paket ini mahal tapi bagi orang yang tinggal di daerah pelosok pengeluarannya juga tidak terjangkau,"['bagi', 'sebagian', 'orang', 'mungkin', 'paket', 'ini', 'mahal', 'tapi', 'bagi', 'orang', 'yang', 'tinggal', 'di', 'daerah', 'pelosok', 'pengeluarannya', 'juga', 'tidak', 'terjangkau']","['bagi', 'sebagian', 'orang', 'mungkin', 'paket', 'ini', 'mahal', 'tapi', 'bagi', 'orang', 'yang', 'tinggal', 'di', 'daerah', 'pelosok', 'pengeluarannya', 'juga', 'tidak', 'terjangkau']","['paket', 'mahal', 'tinggal', 'daerah', 'pelosok', 'pengeluarannya', 'terjangkau']",paket mahal tinggal daerah pelosok keluar jangkau,"['paket', 'mahal', 'tinggal', 'daerah', 'pelosok', 'keluar', 'jangkau']"
@dvnyt2408,bang selain pake vga gt rekomendasinya apa bang soalnya vganya susah dicari yang murahnya,positive,bang selain pake vga gt rekomendasinya apa bang soalnya vganya susah dicari yang murahnya,"['bang', 'selain', 'pake', 'vga', 'gt', 'rekomendasinya', 'apa', 'bang', 'soalnya', 'vganya', 'susah', 'dicari', 'yang', 'murahnya']","['bang', 'selain', 'pakai', 'vga', 'begitu', 'rekomendasinya', 'apa', 'bang', 'soalnya', 'vganya', 'susah', 'dicari', 'yang', 'murahnya']","['bang', 'pakai', 'vga', 'rekomendasinya', 'bang', 'vganya', 'susah', 'dicari', 'murahnya']",bang pakai vga rekomendasi bang vga susah cari murah,"['bang', 'pakai', 'vga', 'rekomendasi', 'bang', 'vganya', 'susah', 'cari', 'murah']"
