author,like_count,text,Sentiment
@syeradaniaa,1,duhhhh jadi ga sabar pasti seruu banget filimnya,positif
@FunnyMemeChanel55,1,buat lu yang pen liat filmnya sumpahh nih film bagus coo jumpscarenya jugaa parah apalagi alurnya beh,positif
@bellautari6408,1,gas bangetttt udah ajak temen sesama pendakiiiiiii,positif
@Zync1945,1,endingnya tidak keduga wehh tiba kelar aja kurang sreg pokoknya kudu ada lanjutannya wehh,negatif
@SeragamKerjaku-bu7pp,1,gak perlu obat tidur kalo mau tidur cukup nonton film ini aja,netral
@mistertunggul9805,1,jujur film indo horror harus bnyk perbaikan wkt mau nonton ini aja terus terang sdh agak ragu benar aja setelah nonton ini baru sekitar menit sdh langsung kurang adanya juntrungan cerita yang jelas yang pertama gimana mawar tiba dpt kotak kayu yang isinya pita merah dan tiba sdh berperilaku aneh entah ada gunting sensor atau mmg kurang lengkap sambungan adegannya yang kedua setting cerita ini kan berlatar blkg thn masak tahun segitu sdh ada bahasa gaul anjirrr annoying dll yang di ucapin pemainnya masi perlu ketelitian sutradara lgi tapi sdh cukup okelah utk bbrp jumpscarenya agak ngantuk sih tapi lumayanlah,netral
@deramaulana497,1,bagus trailernya pas bagian awal doang vibes horornya berasaa,positif
@Kynda_family,1,yuni ini bar bar bgt si wkwk aneh liatnya ga sesuai ekspek gw pake hijab dengan kalem ga tau nya haha,negatif
@Arnhmg,1,mawar cantik banget maukah kau jadi pacarku,positif
@dadangkim7600,1,ini film kalo ngikutin kisah aslinya asli sih bakal lebih panjang soalny rentetan kejadiannya ternyat dalangnya ya keluarganya sendiri bapaknya krna pesugihan sampe satu keluarga smwnya meninggal termasuk adiknya jg s melati yang nyeriain ke ka veynya itu tenryata meninggal jg coba nntn d podcast rjl itu kisah aslinya gila sih serem,positif
@junalionhart,1,kkn leuwigoong juga dong bikin filmnya atau pabrik gula,netral
@richmarx93,1,stunning and entertaining in every way,positif
@aliabidin5027,1,well shot banget filmnya,positif
@faqihadian,1,emang boleh wong kono kuh,positif
@tuan_muda_satan3892,1,ungu smua anjir sakit mata wkwk,negatif
@vandadeviarachmasari9378,1,ini yang kisahnya pacaran sama pocong itu kan,netral
@zdns323,1,kenapa dibioskop gada dialogny,negatif
@MJailaniS,1,mas restu,netral
@NovalKhafa,1,lebih bagus ini drpd film kkn yang heboh,positif
@user-ph1bd4rc3t,1,ada si toni rentenir rupanya wkwk,netral
@SitiMaisaroh-rh1st,1,wajob nonton nih jayanya seru banget nih film,positif
@Trekkknsiok,1,bukan nya ortunya masih ada ya,netral
@TataJenit,1,bisa buat list nonton mei nanti ini kayaknya seru deh,positif
@minnahchan8912,1,sekali horor horrorr semuanya,positif
@ismailnoa2304,1,masak sih cewek indonesia masih mau di jodoh kan katanya merdeka buat siapa,negatif
@rizkipradana7511,1,baru nonton hari lalu salut kepada semua pihak yang terlibat dalam karya seni ini,positif
@Barumainid,1,nah baru bjiir gak ada unsurunsur agchuaaawaksgwkwkakma,netral
@dnj3094,1,tiketnya dijual kapan sih gd promo beli gratis ya,netral
@sawalreuu,1,terlihat menjanjikan,positif
@adityaofficialyt9805,1,penasaran sama filmnya nanti untuk sementara kita lihat detailnya dulu trailer bakal seru pastinya,netral
@nadiaputri3934,1,sound ny kek siksa kubur kerenn,positif
@Riyanaan33,1,ga sabar nunggu tayang keren banget sih ini trailer nya,positif
@anida_cut5075,1,udh nnton kmren awal seru bngt tp mnrut saya makin lama makin ngebosenin krna jalan critanya beda bngt dari crita aseli tp pas ending nya top sesuai cerita,netral
@ecca.___01,1,wajib nonton seru parahh,positif
@user-cr9wy2ho5q,1,tdi malam hbis nonton iniseru bsnget,positif
@Son_Goku2018,1,tolong itu jangan pakai lantunan kalimat suci la ilahaillallah dengan gambaran perempuan berbusana kurang bahan sangat tidak sopan apalagi dijadikan sebagai bagian dari marketing promo trailer tidak etis,negatif
@godjob159goodjob7,1,ini baru film horor indonesia berkwalitas,positif
@auliasatriawan4488,1,bagus nih trailernya nonton kuy,positif
@ajengratna2853,1,kayaknya seru film nya bukan horror yang hantu doang tapi ada thriller nya jg,positif
@Noads3K,1,sebetulnya md bagus pemain actornya dari filem tema apapun gak ada orang prindavan atau arab looks tapi orang kita,positif
@Noads3K,1,jengah dengan perfileman horror nyandu kali konoha coba buat filem horror tema monster dong md pocong kuntilanak dkk udah kaya badut tak seram di era abad kali kasi seseuatu yang berbeda horror tapi monster banyak pastinya urban legend di indonesia kaya thailand bagus movies nya,positif
@Cheosyaputra,1,kapan tayang,netral
@santirisman,1,kelihatan baru semuanya semoga bagus ceritanya,positif
@fallscurnyauan,1,bagus ternyata,positif
@pajriyanoor4508,1,ini trailer nonton di hp dengan tingkat kecerahan layar tertinggi tapi gambarnya masih gelap gak jelas maaf skip dulu ujungnya cuman nontonin suara orang doang,negatif
@tatangfirmansyah9923,1,keren bgt film nyamawar cuantike puollllcma terlalu gelap lighting nya,positif
@inna5834,1,umay sahab dan prily di balik layar,netral
@theytdb,1,mawar is lonely a lot of the time especially after losing both parents she often vents to vey her housemate and closest friend about how she feels during her birthday mawar wishes for a boyfriend to brighten up her days her wish is finally granted when she eventually meets restu vey is equally excited whenever mawar tells stories about him however uncanny events have started happening ever since the whole house experiences a lot of mystical and horrific events until one day vey finds a clue that these incidents are related to mawars new boyfriend who is not a human,netral
@ekairfandi3255,1,menawi film e nong uyun iki sukses lan laris manis insyaallah kule sareng rayat ayun nongton ning selikur,netral
@user-eq3nz5mb5c,1,jdi vibesnya lebih mewah,positif
@snsanti9864,1,pengen nontoon gakkk sabaar lagi ngumpulin uang nih tayang di sumedang dong,positif
@yeonbinuna,1,akhirnyaaaaaaaa mau nontonnnn,positif
@sept88,1,tema seperti ini semoga sukses film nya,positif
@isriindahwanti3855,1,jadi kepo pengin lihat,positif
@gwenijeanna7115,1,gila sih kejadiannya dekettt bgt dr kost saya gue seusia vina saya juga masih sma waktu itu waktu masih sekolah di cirebon tmn tmn sekost pada heboh soal vina yang katanya ngedatengin ke mimpi setiap org org terdekatnya soal siapa pelaku yang menyakitinya hiks pokonya org cirebon pada masanya dihebohkan soal kasus ini,netral
@muhammadrafan3915,1,pelakunya hukum mati aja tp siksa dlu para napinya dipenjara,negatif
@zonabahagia,1,salam kenal sobat,netral
@aditjahyadi4064,1,angkat lagi kasus ini semoga yang masih buron cepat tertangkap,netral
@miratamara5576,1,bagusss ini film harus rameee pada nonton pokoknya,positif
@kiptiapaturusi3097,1,adakah film dibioskop kapan putarnya,netral
@user-if5zl9ck2l,1,insya allah tayang di bioskop,netral
@montgomerygator519,1,nyawa dibayar nyawa,negatif
@ikamiharni1708,1,ikayuniar,netral
@Muhhaikalsa,1,sukses terus untuk film yuni,positif
@mukaPIZZA,1,wajib nonton,positif
@SopaRudin-cf5nu,1,polisi malu sih harusnya pelakunya masih belum ketangkep,negatif
@EstherNatalia17,1,bagus banget woi,positif
@arirendhika6402,1,song,netral
@sitinurkhaerunnissa872,1,kerennnnn donggggg,positif
@gojo9971,1,film tai,negatif
@melon.productionshort.f1lm,1,maaf bagi yang membuat film saya kecewa karena film yang anda buat memiliki cerita yang hanya dibuatbuat dan bagian nya lagi dari kisah nyata dimohon agar menyamarkan nama dari almarhum vina karena namanya tidak layak untuk menjadi judul dari sebuah film seharusnya anda membuat kasus dari almarhum vina menjadi sebuah film dokumenter bukan menjadi film yang mempunyai bagian dari cerita yang di pikiran oleh benak sendiri dan juga dimohon untuk menyamarkan nama korban karena jika kamu tidak diizinkan oleh orang tua korban maka kamu tidak layak membuat judul dari nama korban bagaimana bisa ia merasuki teman nya dan memberitau segalanya malah membalaskan dendam bagi para pelaku yang tidak ditangkap jika hanya digadanggadang berasal dari kisah nyata maka jangan membuat film ini hanya untuk viral,negatif
@b.shuang2926,1,kok gw kek ngeliat aurell yak,netral
@uchihaw_karin,1,trailernya keren ada aurel jkt pula,positif
@IniBudi-bl4ty,1,film kintil lah,negatif
@agengrizzy5022,1,keren pake bahasa daerah banten,positif
@sitikhodijah916,1,serang y soalnya bahasanya kaya bahasa daerah gw juga,positif
@radyaaaaa,1,ingfo soundtracknya dong banh,netral
@mdrmchanel8254,1,weeeh ada aureeellll x jkt,positif
@danisusilo7823,1,serang kota santri,negatif
@taraaera3173,1,nah ini masih nya si egi itu gmn nih masak gak ketangkap gak mungkin dongzzz cak cek dulu jabatan dan posisi bapak nya kalau tinggi dan byk duit samping nya pasti polisi korup yang menutupi kebusukan anak nya dengan duit haram yuk di up yuk biar diusut lgi sampe ketangkap masak kabur ke jkt doang gak ketangkep,negatif
@angelkurnia899,1,yuniiikuuu,netral
@Msyyaaja,1,sedihh banget nonton official trailer nya film nya alfatihah buat al marhum kak vina semoga tenang,positif
@hildaaprilia8405,1,ini di anyer gasih atau merak,netral
@KaiKai-yg6oy,1,mirip bhs cerbon yah,netral
@irmawati4770,1,smoga pelaku utamanya ketangkap apa yang udh di lakukan hrus di pertanggungjawabkan nyawa di balas nyawa buat egi pelaku utama hidup lo tidak bkalan tenang sebelum lo masuk jeruji mati aja skalian di siksa di penjara,negatif
@Ayuchan93,1,vania aurell ex jkt kah,netral
@robertwaynefathurrahman,1,al fatihah untuk kak vina sama kak eky,positif
@user-dp4ee7dp9d,1,wajib nonton shii nii ksian yah,positif
@afinafinjii343,1,baruuu pertama kali liat trailernya gua langsung sukaaa,positif
@dwikawijaya1938,1,tes keperawanan aneh,negatif
@zemzara22494,1,lokasinya full di serang salam dari serang banten,netral
@regitadewi.c6463,1,omgg trnyata masuk bioskop wajib nonton nii,positif
@user-gl9om1fb1b,1,ga tega jg nontonnyaya allah alfatiha untuk vina dan eki,netral
@au-ym8jb,1,woaaaaa kereennn,positif
@noproblem8425,1,filem berat nih,netral
@yowanputro435,1,aurel ex jkt kah,netral
@inainu30,1,wow keren banget heh,positif
@muazsaufi5004,1,lepas baca kisah benarnya di google ternyata bukan kisah seram malah kisah seksanya menjadi sedih bertambah geram sabar pada ahli keluarga in sha allah akan ada balasannya di akhirat kelak,netral
@humoria2038,1,heran asmara abigail ada aja dimana aktingnya biasa aja apa karena harus ada yang indo ya modelnya g bisa gitu di sort aktingnya yang bagus aja,negatif
@bayualiffian785,1,ada yang tau judul lagunya,netral
@silentstrngrrr7998,1,mau tanya dong ini kisah nyata nyari beritanya dimana ya masuk tv tv nasional kh,netral
@muhammadramadhani1114,1,itu yang mulutnya disobek siapa,netral
@Yasmin-ty1qt,1,fixx mau nonton,positif
@hendrahendra4195,1,iki udh tanggal kok belum keluar udh nungguin dari tadi,negatif
@qurrotulayuni5421,1,dark gini ya,negatif
@jumasteam241,1,trailer mantap moga filmnya tidak mengecewakan,netral
@rofiqotul9557,1,alfatihah utk vina smoga pelaku yang masih buron segera tertangkap dihukum seberatnya smg aja saat ini blm ada yang kawin nanti kasihan istriank nya tidak tau apa,netral
@qurothaayunin3690,1,cant wait,positif
@bbrright1009,1,yang ditunggu,positif
@ysyifania,1,pemasaran sama judul lagu openingnya,positif
@cemewewchannel4030,1,di anyer ini ya mandalika hotel itu,netral
@cikal_avonturir4187,1,kapan digarapnya ini film nja di anyer lokasinya,netral
@aliefdimasprasetyapratama9200,1,kacamata masa kini,netral
@wandezchannelofficial28,1,keren cerita nyata ini mah,positif
@ediynett983,1,bahasae ky kita wong indramayu,netral
@giskaazzahra1219,1,gasabarrr,positif
@ajiwahyudi3100,1,latar filem nya di mandalika deket sama rumah tapi ko ngga tau yah kalo lagi ada suting di situ,netral
@citra1799,1,film gaada otak,negatif
@yugistiyafilwantara9362,1,a based true story,netral
@boxhardi1053,1,yoh wong serang pada nonton,positif
@salima4744,1,ga sabarrrr pengen bgt nonton trailernya aku ulang ulang terus,positif
@RahmadHadi10,1,nanya dong si vina sampe disiksa begitu motifnya apa ada dendam atau karena cinta ditolak kah,netral
@uti1917,1,gilaaaa,negatif
@uphilldew,1,anjim disuapinnmm kayak ibuk nyuapin aku wkwkkwkw,positif
@syahnaraulina5389,1,menarik banget ga sabar buat nonton,positif
@revolvency,1,darkkkkk added to watch list,positif
@adindaazahraputris2159,1,pengen nonton huwaaaa,positif
@rickookcirz934,1,film gak masuk akal mana ada arwah merasuki orang terus ngasih tahu pembunuhnya lengkap kronologi kejadian kayal,negatif
@amaliayustitia8262,1,gasabar pengen nonton,positif
@katarickysebastian2331,1,aurel eks jkt,netral
@ahmadbae1725,1,gak sabar weeh,positif
@hrmdix,1,cant waittt,positif
@silsaazkiya1052,1,kok bsa si ada manusia sejahat itu allahh,negatif
@kanayaivta1931,1,cant wait omgg,positif
@tataananta6049,1,wajib nonton nih gw,positif
@arifudin9151,1,ini bahasa apa sih kok kedengarannya mirip bahasa jawa,netral
@osdadaruttaqwa2135,1,bagus,positif
@senjahari8941,1,sekarang ada pembunugam sadis lagi di cirebon juga anak seorang kiayi punya pesantren bunih istrinya sendiri di buang ke sungai mayatnya di lilit seprai berlapis sekarang pelakunya katanya kabur ke bali sempet di tahlilin di tkp tpt mayatnya yang nyangkut di jembatan,negatif
@ahmadlukmanalhakim3469,1,nah gini dong film yang berkualitas,positif
@ciciezzy,1,jadi penasaran,positif
@muhammadiqlilfarabirachman5927,1,pembukaan trailer pake bh dan sempak yang epic,negatif
@sanjaysebagay2763,1,sountrack nya,netral
@yuraf0229,1,semua warna ungu,netral
@verysonaforsa5997,1,hadir menyimak,netral
@pakbobofficial3162,1,baru trailernya aja udah kayak begini powerfulnya,positif
@wrequistia.9143,1,makin banyak yang doain vina dan makin banyak juga yang doain semoga pelakunya cepet terungkap dan keluarga nya mendapat keadilan kekuatan doa itulah yang terkuat dan tidak  bs lagi dilawan,positif
@bayusenoaji385,1,itu ada aurel ex jkt,netral
@bluexz5330,1,saya orang cerbon timur kalau main ke cirebon kota daerah stadion bima ke arah cirbon utara daerah plered sumber ngeri cuy terutama rxing troma kalau denger suara motor rxing malam,negatif
@muhammadsidik6615,1,film bossook,negatif
@kayubicreator3498,1,wih ngenggo bahasa jaseng dong,netral
@makananpinggiran9468,1,gw kalo jadi petinggi polri malu bertahun yang buron blm ketangkep apalagi dalangotak pembunuhannya yang msh buron,negatif
@cantikaamelia9646,1,menurut gw mending jangan jadi film horror supranatural dahmending jadi film thriller supense dan mystery gitu kayak menyelidiki kasus pembunuhan dan apa motif dri pelakubiar indo juga punya banyak modelan cerita yang ngangkat kisah detektif gitu,netral
@moby4447,1,ini pelajaran buat para cewek kalo nolak cowok ngomong aja pake bahasa yang santun lalu tinggalkan block nomernya kalo si vina ini kan menolak cowok pake acara ngeludahin si cowok bisa aja cowo ini dendam bukan karena ditolaknya tapi diludahinnya makanya kau mampussss dengan cara yang memprihatinkan vina karena apa yang kau tabur itulah yang kau tuai,negatif
@wolfshield2499,1,ini judul lagu ost nya apa yah bagus,netral
@indraachmadk8746,1,gaya filmnya ngingetin film bikinan nia dinata ky berbagi suami perempuan punya cerita ftv sinema wajah indonesia yang dulu tayang di sctv,netral
@jessicayolandasharonmanalu8278,1,ga sabar nunggu di bioskop,positif
@trenunik7113,1,vina garut,netral
@morningsunshine23496,1,yaampuuun omg,positif
@ahmadilhamudin9310,1,bahasane pada bae kolan desa kita yah,netral
@hugjih2535,1,harus banget nonton iniii,positif
@jojopupra,1,pengambilan gambarnya bagus aktingnya keren ngeliat trailer nya aja kayak adem aja gitu,positif
@safiraam6959,1,sip bisa nonton nih,positif
@DalaneTV,1,lamon ning indramayu ana lagune dayuni rangda ayu jarang diladeni,netral
@khofifahpunyakarya2835,1,iku latare ning pantai gope kaye ore asing,netral
@windanuraidha,1,nonton trailernya aja ikut nangis alfatihah untuk vina,netral
@raflieaa,1,keren geh sing mengkenen mah muantep,positif
@nurbaitiw5288,1,tailer nya bagus makin bikin penasaran jugak sumpahh,positif
@SIKATDZ,1,wong banten mana nih suaranya,netral
@danachristiano,1,pesugihan lagi,netral
@oktasavitri7973,1,orang tua kasih hal hal manis tapi terkadang membuat kita termakan dengan itu membuat kita tidak bisa memilih,nwt
@unboxingpaket2212,1,ini beneran pemain jawa kaku bgt ngapaknya dah,nwg
@kangenonoerdien8511,1,perasaan kaya bahasa serang bantenapakah saya salahmohon koreksi,netral
@satriachan_,1,fontnya keren sih,positif
@indrachan9809,1,ada malvinas dlu bakso terkenal diserangbangga ngangkat wong seeang adakah diisini banten asli selalin yuni,netral
@mel..o_o22,1,kok bisa ada orang sejahat itu,negatif
@ZuHanOfficial,1,aaaaaaaaaaaaaaaaaaaa trailer aja udah begini merindingggggg,positif
@anggiatdandritanujaya5756,1,lokasi hotel deket rumah gua tuh di anyer,netral
@ferrych9099,1,salfok abis assalamualaikum adegan nya langsung,netral
@fajare2556,1,ostnya apaya,netral
@nikodemusbayukristanto7202,1,keren banget diadaptasi dari film possession wajib ditonton pokoknya di bioskop kesayangan anda,positif
@TheJalal,1,judul lagunya apa,netral
@susrahartiwidiarsih2149,1,sukses selalu mb dini,positif
@inspiratif-ihsan-0977,1,alfatihah untuk almarhum dan almarhumah semoga allah mengamquni dosanya dan menemqatkan di syurga allah aamin ya robbal alamin,netral
@mbamchannel7920,1,wong serang hadir keh siap meramaikan bioskop,netral
@mymusic9819,1,njir syutinge ning pasar rau segale,netral
@nolanb6477,1,judul lagunya apa ya,netral
@mrizkysaputrajibril1162,1,kapan tayang yah,netral
@lastiyani9332,1,wow,positif
@ranggayongisbudiman2069,1,ayo tolong viralkan kasian itu wanita di begitukan astagfirlloh berdoa al fatiha utk almarhumavina dan almeki,netral
@hallo.indraa,1,kerenn nihh,positif
@hariyadi2041,1,ost nya dari siapa ya,netral
@adityaofficial0123,1,kok trailer nya simpel aja shin pembalasan vina nya mana liatin lagi dong,negatif
@achmadnrohman8005,1,hah ini banten seriusan,netral
@salirsolsr997,1,indonesia punya film lobang semua jadi susah,negatif
@viabookpodcast9304,1,tolong cerita in sinopsis nya dong w masih tidak paham,negatif
@dewanugrahaa,1,keren,positif
@user-hq9rb3wg4y,1,pertanyaan emangnya di real life ada yang mulutnya dikoyak,netral
@triwibowo3736,1,vina garut lebih oke,positif
@Nisyaputri-te9vy,1,vina yang tenang ya disana,positif
@emilianaidangkuleh3186,1,eman tidak  kalo siswix ada yang gak perawan terus gak diterima sekolah gitu,negatif
@taretumou,1,bikin merinding,negatif
@RizPlaysX,1,kien si mbok isun bari isun ge ngedeleng,netral
@rizkynurfauzy1132,1,mau nanya emang pelakunya mengaku diganggu oleh almarhumah hanya bertanya terima kasih,netral
@MuhammadRidho-hd7vj,1,naujubillahiminzhalik,negatif
@YudaprayogaYudapryg05,1,uhh wajib nonton nih,positif
@karaliwattpad4421,1,trailer yang intens atmosferik dan mencekam,positif
@rioleoni7896,1,ada yang tau judul soundtrack nya,netral
@gedeerlangga4037,1,ini bukanya pemain kultus iblis dan khanzab,netral
@zahratulaulia8336,1,klo up di tiktok pasti rame nih,positif
@zahratulaulia8336,1,penasaran bgttt,positif
@anaklaskar6456,1,berkelasssss,positif
@lins_ve7050,1,ini semacam film genre psikologi kah,netral
@MLDStudio,1,masuk nominasi oscar nih,positif
@mfajarsuryanugraha3902,1,ada yang tau lagunya plis,netral
@muslimmuslim7171,1,kedahe mas santri identitas wong serange,netral
@agusmakkie,1,menantikan,positif
@anaklaskar6456,1,keren nih film,positif
@AndalasGaming,1,gak sabar pengen nonton,positif
@rexzynv,1,body shape darius bgus bgtt gilaaa,positif
@guardianangel100percent,1,ya allah bukakan pintu ampunan dan surga mu karena perkara dunia ku sudha usai mudhakan hambamu ini kembali ke jalan lurus mu amiin insallah,positif
@itnewbiepalopo3647,1,sountracknya tolong,netral
@frst801,1,anyerrrr cokkj,negatif
@danangoldiesman6830,1,keren pasti nih,positif
@fanelramadhan3435,1,yg jadi pertinyiiin nya adalah kemana sahabat si vina si linda yang asli kenaapa ga di wawancarai si linda,netral
@RH-yr9im,1,ini tmpatmya d anyer weh pas an bngt di mandalika wkwk,netral
@semundel,1,banyak masuk nominasi ffi jadi penasaran,positif
@seijitsunapermadi8675,1,siapa yuni,netral
@Exe32Studio,1,terkadang kalo film kek gini ngingetin sinetron bikin ga ada mood mau nonton orang sekarang tuh lebih suka film barat soalnya mereka lebih kreatif aja mereka ga cuma ngikut genre tapi bikin ciri khas juga gua ga tau kenapa terkadang film kalo pernah nonton film yang sama rasanya kayak nonton film yang sama tapi beda judul aja,negatif
@sunghoonqt4573,1,muncul di iklan jujur baru kali ini sepengen itu nntn film indo sendriian gapapa wkwk,positif
@snaszzz,1,penasaran mau nntnnn,positif
@khoirulalam5855,1,jaseng bebasan pride ore usah mace teks maning di rongoni bae gah ngerti,netral
@wandaamaliaa,1,judul filmnya nama emak gua yang nikah muda juga terus lahirlah gua dan kakak gua wkwk,netral
@JhonJrCoffee,1,pacaran dan keperawanan ya saya saja hampir putus asa dengan wanita wanita yang pernah pacaran karena keinginan setiap perjaka ialah menikahi gadis perawan,negatif
@aleshanajma401,0,ini dia film yang aku tunggu tunggu,positif
@jehanabila7,0,trailernya aja keren banget,positif
@Secreattniaiy,0,menarikk bangetttt,positif
@hulalulashfiya,0,film nya serem banget tapi kalau ngga nonton sayang banget karena bagus banget,positif
@user-rq1lh8je2q,0,seserem apasii ini filmyaa gasabar banget,positif
@sitiyuliadewikartika6440,0,thriller nya aja se seru ini woy gasabar pengen nonton,positif
@rioxixi3244,0,pasti banyak nih yang suka dengan filimnya,positif
@Aina-js6tt,0,gilsss pasti seru ni film,positif
@sheilsyaameera,0,real ngagetin nih,positif
@mayyanabilla,0,wahhhh mau ajak ayang nonton ini dehhh hehe,positif
@rahotdelfriosinaga3947,0,best kali,positif
@elfridaci,0,asli serem bgt aku gaberani nonton,negatif
@gusnitakurnianingsih1203,0,mau nonton banget tapi aku takukan jadi orangkatanya serem,negatif
@Marsilasilalahi,0,ini si pasti bakal pecah banget,positif
@mariaelyzh,0,makin penasaran ge,positif
@ceysallina,0,serem bgtt gaberani buat nonton,negatif
@andinisyina-xw1ny,0,excited puoll mau nonton ini,positif
@DedeSup12,0,gaboleh ketinggalann,positif
@Rahmaddila,0,beuhhh hobinya mengejar penampakan,netral
@netragarra3811,0,yuk nonton di bioskop kapan lageeeeee,positif
@BuAn1234,0,wahh pasti seru banget sih,positif
@yuainirh,0,aktingnya keren si jd penasaran,positif
@user-qs8zq4ej8v,0,excited bgt mau nntn kata temen ku baguss bgtttt,positif
@JulehaKartika,0,thriller nya aja udh seru bgt ini woy pengen cepet cepet nonton film nya dah penasaran bgt ini,positif
@drawsy-li6ou,0,bakal pecah bgt si ini film pas tayang nanti secara se bagus dan se seru ini alur cerita nya,positif
@wahyualief1949,0,tiketnya udah bisa dibeli blm si ga sabar nihh,positif
@TikaDewi-zk9xz,0,pengen cepetcepet nonton film nya deh dari thriller aja tuh udh se serem dan se seru ituuu,positif
@annaraviana,0,dari trailernya aja dibuat kaget takuttt,positif
@Saniaalmeera,0,siap banget nih buat nonton,positif
@fathiaputriandini6725,0,mau nonton pliss tp gatau ama siapa,netral
@alikashalitta335,0,gaa sabar banget mau nonton,positif
@ohhannabilahh,0,aktingnya keren bgt sii mana serem lagi,positif
@sheetaputri-wk8md,0,siapa mo nonton  barang  akuw plssss,netral
@dewiKartikaa-ru7py,0,bakal jadi film ter seru sepanjang tahun ini mah keren poll,positif
@AfiqahMayla,0,seruu banget pasti,positif
@chaniagofercysia,0,pengen banget nonton,positif
@ayyps10,0,penasaran deh gasabar seserem apaa yaa mana kisah nyata juga sih ya katanya,positif
@fanynyyy,0,aslii dehh kepoo bangett,positif
@jenitraarchare,0,alurnyaa keren bgt sih gak ketebak rekomenn,positif
@elisavelia,0,pasti bakalan seru banget filim horor ini,positif
@almaairaa,0,gilaaa sekerenn ituu plis,positif
@dindaavelias,0,excited banget nih buat nonton gak sabar banget,positif
@ranti.fdermgdha,0,huaaa keren trailernya,positif
@citraclare,0,gaskeun nontonn,positif
@hulalul,0,asli menenggang kan banget alurnyaa,positif
@ArsyllaCintya,0,tayangnya pas maljum lagi vibesnya makin horror aja wkwk,netral
@bunabunbun125,0,langsung nonton di hari pertama tayang si ini,positif
@SyfAngelica,0,trailernya beneran horor bjirr,netral
@daiwa5,0,bakalan seru ni keliatannya,positif
@Dylani23,0,ini mah nonton rame rame juga bakal tetep takut sih,negatif
@adrianudin,0,wahh keren si ini film base on kisah nyataaa,positif
@eliashaquina,0,bener bener dibuat penasaran seserem apa film ini,positif
@vinvtyarovah,0,gila terinspirasi dari kisah nyata dong,positif
@selaputri_,0,kaget serem tapi penasaran,positif
@febyhotnasinaga4147,0,siapp untk menontonn,positif
@Ilhamnawan,0,moga fullnya semenarik trailerna dahhh,netral
@FajriFajri01,0,gua nonton besok di ska pekanbaru,netral
@user-eu1ei7mg4z,0,makinn gak sabar sama filimnyaa,positif
@Faizatazkia121,0,gasabar banget nunggu tanggal tayangnya,positif
@CalliaCordelia,0,ih dibikin merinding banget sama trailernya,negatif
@mudabisamasak5230,0,ayah bilang ini kisah nyataaa jadi aku langsung pesen tiket buat nonton hari pertama,netral
@DaraNatasya,0,asik nonton nih film,positif
@WidyaNingsih566,0,bakal jadi film horor terbaik di indonesia si ini mah,positif
@PutriAgustina04,0,makin ga sabar buat nonton,positif
@nabilaalisyarahman4321,0,tidakkk sabar ingin cepat cepat tgl,positif
@fernita1204,0,berapa jam ini film nya,netral
@seliputri23,0,takut bgtttt,negatif
@taebyning,0,untung pas rilis aku lagi liburr,netral
@tasyelvinn,0,banyak yang gaberani nonton ya katanya penasaran banget seserem apa,netral
@kelvinsaudagar,0,gaboleh skip film yang stu ini dahh,positif
@user-yj3kt6jm8k,0,udh siappp menontonnn,positif
@user-qt8ou1co4m,0,trailernya aja udah berasa seremnya,positif
@user-pg6ov4xx1x,0,udh siapp menontonnn,positif
@Billnabila,0,siapp menonton udh ajak besti jgaa,positif
@Aprrliakesuma,0,bukan maen ini seremnyaa,positif
@cantikaputr,0,wahh harus banget warrr tiket ini si,positif
@Dinaaqilaa,0,liat trailernya nya aja uda tegang penasaran bgt gimana klo nonton langsung,positif
@bilanabilaalisya5657,0,gabisa ini gabisaa saya harusss nontonnnn,positif
@user-wc8is8ml8z,0,gam sabar mau nontonn,positif
@fery_2097,0,jangan nonton sendirian,netral
@ZaryaSereia,0,ihh takutt bangett keren sih penonton dibuat merinding dari trailernya jugaa jadi penasaran sama fullnya,positif
@itsmeebila0330,0,i can wanittttttt,positif
@tribudianto10,0,udah siap banget nobar sama anak,positif
@cazamuddin7931,0,pliss weh ini nakutin bangettt,negatif
@ZahraMeli-yz1hn,0,aman gak nih jantung gueee,netral
@Lilia_oktavia,0,apa bener ini diangkat dari kisah nyata kalo iyaa weh serem banget,netral
@mellyrismayanti0624,0,se penasaran itu sama film ini bener bener ga sabar pengen cepetan nonton,positif
@JaeZeenay,0,gaasabar poll mauuu liat film horor yang sekeren ini,positif
@DinaraPutri304,0,keren banget sih film skrng,positif
@intanelianasafitri,0,omaygadddd,positif
@syifabrenda,0,cant wait nunggu tanggal buat nonton film pasar setan,positif
@falishadivya123,0,wajib nonton nih februari ga sabarr,positif
@YuliReksa,0,film yang aku tunggu,positif
@zafianatasha,0,gokil abiss trailernya pecah gimana nanti filmnya omggg so excited,positif
@NanaShita-rs8oj,0,dari kisah nyata bukan sih ini,netral
@putriandini7355,0,penasaran poll sama jalan ceritanya,positif
@marshaadlin-ie7oj,0,im super duper excited,positif
@Ghinaulyaa2221,0,gass lah mau ajak temen aku yang pendaki juga,netral
@NayaPutri779,0,gak sabar buat nonton,positif
@MhddArdi,0,im so amazed,positif
@Zaranadhiraa12,0,aku suka banget horor dan flm ini beneran bikin nguji nyali banget buat nontonnya,positif
@AminaShafia,0,baca dari komen banyak yang gak berani nonton jadi makin penasaran seserem apa film nya,netral
